Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,1097677.33.faa,1874630.22.faa,1874630.26.faa,31963.54.faa,31963.56.faa,31964.81.faa,31964.84.faa,31965.20.faa,31965.24.faa,33014.40.faa,33014.42.faa,443906.110.faa
8050_fig-1874630.26.peg.2244.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8051_fig-1874630.26.peg.2245.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8052_fig-1874630.26.peg.2246.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8053_fig-1874630.26.peg.2247.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8054_fig-1874630.26.peg.2248.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8055_fig-1874630.26.peg.2249.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8056_fig-1874630.26.peg.2250.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8057_fig-1874630.26.peg.2251.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8058_fig-1874630.26.peg.2252.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8059_fig-1874630.26.peg.2253.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8061_fig-1874630.26.peg.2255.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8062_fig-1874630.26.peg.2256.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0
8064_fig-1874630.26.peg.2258.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0
8065_fig-1874630.26.peg.2259.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0
8066_fig-1874630.26.peg.2260.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,1,0
8067_fig-1874630.26.peg.2261.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8068_fig-1874630.26.peg.2262.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8069_fig-1874630.26.peg.2263.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0
8070_fig-1874630.26.peg.2264.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0
8071_fig-1874630.26.peg.2265.faa,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,1,1,1
8072_fig-1874630.26.peg.2266.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,0,0,0
8073_fig-1874630.26.peg.2267.faa,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,0,0
8074_fig-1874630.26.peg.2268.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8075_fig-1874630.26.peg.2269.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8076_fig-1874630.26.peg.2270.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8077_fig-1874630.26.peg.2271.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8078_fig-1874630.26.peg.2272.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8079_fig-1874630.26.peg.2273.faa,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,1
8080_fig-1874630.26.peg.2274.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,1,1
8081_fig-1874630.26.peg.2275.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,0,0,0
8082_fig-1874630.26.peg.2276.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,1
8083_fig-1874630.26.peg.2277.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,1
8084_fig-1874630.26.peg.2278.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8085_fig-1874630.26.peg.2279.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,1
8086_fig-1874630.26.peg.2280.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8087_fig-1874630.26.peg.2281.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8088_fig-1874630.26.peg.2282.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8089_fig-1874630.26.peg.2283.faa,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,1
8090_fig-1874630.26.peg.2284.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8091_fig-1874630.26.peg.2285.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8092_fig-1874630.26.peg.2286.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8093_fig-1874630.26.peg.2287.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8094_fig-1874630.26.peg.2288.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8095_fig-1874630.26.peg.2289.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,1
8096_fig-1874630.26.peg.2290.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,1
8097_fig-1874630.26.peg.2291.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,1,1,0
8098_fig-1874630.26.peg.2292.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8099_fig-1874630.26.peg.2293.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8100_fig-1874630.26.peg.2294.faa,,,,,,,,,,,,,,1,0,1,1,1,0,0,1,1,1,1,1
8102_fig-1874630.26.peg.2296.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8103_fig-1874630.26.peg.2297.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8104_fig-1874630.26.peg.2298.faa,,,,,,,,,,,,,,0,1,1,0,0,1,1,0,0,0,0,0
8105_fig-1874630.26.peg.2299.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,1,1
8106_fig-1874630.26.peg.2300.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,1,1
8107_fig-1874630.26.peg.2301.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8108_fig-1874630.26.peg.2302.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8110_fig-1874630.26.peg.2304.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8111_fig-1874630.26.peg.2305.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8112_fig-1874630.26.peg.2306.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,0,0,0
8113_fig-1874630.26.peg.2307.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8114_fig-1874630.26.peg.2308.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8115_fig-1874630.26.peg.2309.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,1,1
8116_fig-1874630.26.peg.2310.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8117_fig-1874630.26.peg.2311.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8118_fig-1874630.26.peg.2312.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,0,0,0
8119_fig-1874630.26.peg.2313.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,1
8120_fig-1874630.26.peg.2314.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8121_fig-1874630.26.peg.2315.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8122_fig-1874630.26.peg.2316.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8123_fig-1874630.26.peg.2317.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8124_fig-1874630.26.peg.2318.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8125_fig-1874630.26.peg.2319.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8126_fig-1874630.26.peg.2320.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8128_fig-1874630.26.peg.2322.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8129_fig-1874630.26.peg.2323.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8130_fig-1874630.26.peg.2324.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8131_fig-1874630.26.peg.2325.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8132_fig-1874630.26.peg.2326.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8133_fig-1874630.26.peg.2327.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8134_fig-1874630.26.peg.2328.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8135_fig-1874630.26.peg.2329.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,1,1
8136_fig-1874630.26.peg.2330.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8137_fig-1874630.26.peg.2331.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8138_fig-1874630.26.peg.2332.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8139_fig-1874630.26.peg.2333.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8141_fig-1874630.26.peg.2335.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8143_fig-1874630.26.peg.2337.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8144_fig-1874630.26.peg.2338.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8145_fig-1874630.26.peg.2339.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0
8146_fig-1874630.26.peg.2340.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0
8148_fig-1874630.26.peg.2342.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0
8149_fig-1874630.26.peg.2343.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8150_fig-1874630.26.peg.2344.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8151_fig-1874630.26.peg.2345.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8152_fig-1874630.26.peg.2346.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8153_fig-1874630.26.peg.2347.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8154_fig-1874630.26.peg.2348.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8155_fig-1874630.26.peg.2349.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8156_fig-1874630.26.peg.2350.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,0,0,0
8157_fig-1874630.26.peg.2351.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8158_fig-1874630.26.peg.2352.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8159_fig-1874630.26.peg.2353.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8160_fig-1874630.26.peg.2354.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8161_fig-1874630.26.peg.2355.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8162_fig-1874630.26.peg.2356.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8163_fig-1874630.26.peg.2357.faa,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,1
8164_fig-1874630.26.peg.2358.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8165_fig-1874630.26.peg.2359.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8166_fig-1874630.26.peg.2360.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8167_fig-1874630.26.peg.2361.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8168_fig-1874630.26.peg.2362.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8169_fig-1874630.26.peg.2363.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8170_fig-1874630.26.peg.2364.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8171_fig-1874630.26.peg.2365.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8172_fig-1874630.26.peg.2366.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8173_fig-1874630.26.peg.2367.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8174_fig-1874630.26.peg.2368.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8175_fig-1874630.26.peg.2369.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8176_fig-1874630.26.peg.2370.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8177_fig-1874630.26.peg.2371.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8178_fig-1874630.26.peg.2372.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8179_fig-1874630.26.peg.2373.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8180_fig-1874630.26.peg.2374.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8181_fig-1874630.26.peg.2375.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8182_fig-1874630.26.peg.2376.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8183_fig-1874630.26.peg.2377.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8184_fig-1874630.26.peg.2378.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8185_fig-1874630.26.peg.2379.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8186_fig-1874630.26.peg.2380.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8187_fig-1874630.26.peg.2381.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,1
8188_fig-1874630.26.peg.2382.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8189_fig-1874630.26.peg.2383.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8190_fig-1874630.26.peg.2384.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8192_fig-1874630.26.peg.2386.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8193_fig-1874630.26.peg.2387.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8194_fig-1874630.26.peg.2388.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8195_fig-1874630.26.peg.2389.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8196_fig-1874630.26.peg.2390.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8197_fig-1874630.26.peg.2391.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8198_fig-1874630.26.peg.2392.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8199_fig-1874630.26.peg.2393.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8200_fig-1874630.26.peg.2394.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8201_fig-1874630.26.peg.2395.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8202_fig-1874630.26.peg.2396.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8203_fig-1874630.26.peg.2397.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
8204_fig-1874630.26.peg.2398.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0
8205_fig-1874630.26.peg.2399.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8206_fig-1874630.26.peg.2400.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8207_fig-1874630.26.peg.2401.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8208_fig-1874630.26.peg.2402.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8209_fig-1874630.26.peg.2403.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8210_fig-1874630.26.peg.2404.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8211_fig-1874630.26.peg.2405.faa,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,1,0,0
8212_fig-1874630.26.peg.2406.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8213_fig-1874630.26.peg.2407.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8214_fig-1874630.26.peg.2408.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8215_fig-1874630.26.peg.2409.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8216_fig-1874630.26.peg.2410.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8217_fig-1874630.26.peg.2411.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8218_fig-1874630.26.peg.2412.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8219_fig-1874630.26.peg.2413.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8220_fig-1874630.26.peg.2414.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8221_fig-1874630.26.peg.2415.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8222_fig-1874630.26.peg.2416.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8223_fig-1874630.26.peg.2417.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8224_fig-1874630.26.peg.2418.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8226_fig-1874630.26.peg.2420.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8227_fig-1874630.26.peg.2421.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8228_fig-1874630.26.peg.2422.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8229_fig-1874630.26.peg.2423.faa,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,1
8230_fig-1874630.26.peg.2424.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8231_fig-1874630.26.peg.2425.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8232_fig-1874630.26.peg.2426.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0
8233_fig-1874630.26.peg.2427.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8234_fig-1874630.26.peg.2428.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8235_fig-1874630.26.peg.2429.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8236_fig-1874630.26.peg.2430.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8237_fig-1874630.26.peg.2431.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8238_fig-1874630.26.peg.2432.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8239_fig-1874630.26.peg.2433.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8240_fig-1874630.26.peg.2434.faa,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,0,1
8241_fig-1874630.26.peg.2435.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8242_fig-1874630.26.peg.2436.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8243_fig-1874630.26.peg.2437.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,1,1
8244_fig-1874630.26.peg.2438.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8245_fig-1874630.26.peg.2439.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8246_fig-1874630.26.peg.2440.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8247_fig-1874630.26.peg.2441.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8248_fig-1874630.26.peg.2442.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8249_fig-1874630.26.peg.2443.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8250_fig-1874630.26.peg.2444.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,1
8251_fig-1874630.26.peg.2445.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8252_fig-1874630.26.peg.2446.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8253_fig-1874630.26.peg.2447.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8254_fig-1874630.26.peg.2448.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8255_fig-1874630.26.peg.2449.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8256_fig-1874630.26.peg.2450.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8257_fig-1874630.26.peg.2451.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8258_fig-1874630.26.peg.2452.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8259_fig-1874630.26.peg.2453.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8260_fig-1874630.26.peg.2454.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8261_fig-1874630.26.peg.2455.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8262_fig-1874630.26.peg.2456.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8263_fig-1874630.26.peg.2457.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8264_fig-1874630.26.peg.2458.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8265_fig-1874630.26.peg.2459.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8266_fig-1874630.26.peg.2460.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8267_fig-1874630.26.peg.2461.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8268_fig-1874630.26.peg.2462.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8269_fig-1874630.26.peg.2463.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8270_fig-1874630.26.peg.2464.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8271_fig-1874630.26.peg.2465.faa,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,1
8272_fig-1874630.26.peg.2466.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8273_fig-1874630.26.peg.2467.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8274_fig-1874630.26.peg.2468.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8275_fig-1874630.26.peg.2469.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8276_fig-1874630.26.peg.2470.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8277_fig-1874630.26.peg.2471.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8278_fig-1874630.26.peg.2472.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8279_fig-1874630.26.peg.2473.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8280_fig-1874630.26.peg.2474.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8281_fig-1874630.26.peg.2475.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8283_fig-1874630.26.peg.2477.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8284_fig-1874630.26.peg.2478.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8285_fig-1874630.26.peg.2479.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1
8286_fig-1874630.26.peg.2480.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8287_fig-1874630.26.peg.2481.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8288_fig-1874630.26.peg.2482.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8289_fig-1874630.26.peg.2483.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8290_fig-1874630.26.peg.2484.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8291_fig-1874630.26.peg.2485.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8292_fig-1874630.26.peg.2486.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8293_fig-1874630.26.peg.2487.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8294_fig-1874630.26.peg.2488.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8295_fig-1874630.26.peg.2489.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8296_fig-1874630.26.peg.2490.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
8297_fig-1874630.26.peg.2491.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
