"","1097677.33.faa","1874630.22.faa","1874630.26.faa","31963.54.faa","31963.56.faa","31964.81.faa","31964.84.faa","31965.20.faa","31965.24.faa","33014.40.faa","33014.42.faa","443906.110.faa","gene","more_than_half"
"522",1,1,1,1,1,1,1,1,1,1,1,1,"6417_fig-1874630.26.peg.611.faa",TRUE
"523",1,1,1,1,1,1,1,1,1,1,1,1,"6418_fig-1874630.26.peg.612.faa",TRUE
"524",1,1,1,1,1,1,1,1,1,1,1,1,"6419_fig-1874630.26.peg.613.faa",TRUE
"525",1,1,1,1,1,1,1,1,1,1,1,1,"6420_fig-1874630.26.peg.614.faa",TRUE
"526",1,1,1,1,1,1,1,1,1,1,1,1,"6421_fig-1874630.26.peg.615.faa",TRUE
"527",1,1,1,1,1,1,1,1,1,1,1,1,"6422_fig-1874630.26.peg.616.faa",TRUE
"528",1,1,1,1,1,1,1,1,1,1,1,1,"6423_fig-1874630.26.peg.617.faa",TRUE
"529",1,1,1,1,1,1,1,1,1,1,1,1,"6424_fig-1874630.26.peg.618.faa",TRUE
"530",1,1,1,1,1,1,1,1,1,1,1,1,"6425_fig-1874630.26.peg.619.faa",TRUE
"531",1,1,1,1,1,1,1,1,1,1,1,1,"6426_fig-1874630.26.peg.620.faa",TRUE
"532",1,1,1,1,1,1,1,1,1,1,1,1,"6427_fig-1874630.26.peg.621.faa",TRUE
"533",1,1,1,1,1,1,1,1,1,0,0,1,"6428_fig-1874630.26.peg.622.faa",TRUE
"534",1,1,1,1,1,1,1,1,1,1,1,1,"6429_fig-1874630.26.peg.623.faa",TRUE
"535",1,1,1,1,1,1,1,1,1,1,1,1,"6430_fig-1874630.26.peg.624.faa",TRUE
"536",1,1,1,1,1,1,1,1,1,1,1,1,"6431_fig-1874630.26.peg.625.faa",TRUE
"537",1,1,1,1,1,1,1,1,1,1,1,1,"6432_fig-1874630.26.peg.626.faa",TRUE
"538",1,1,1,1,1,1,1,1,1,1,1,1,"6433_fig-1874630.26.peg.627.faa",TRUE
"539",1,1,1,1,1,1,1,1,1,1,1,1,"6434_fig-1874630.26.peg.628.faa",TRUE
"540",1,1,1,1,1,1,1,1,1,1,0,1,"6435_fig-1874630.26.peg.629.faa",TRUE
"541",1,1,1,1,1,1,1,1,1,1,1,1,"6436_fig-1874630.26.peg.630.faa",TRUE
"542",1,1,1,1,1,1,1,1,1,1,1,1,"6437_fig-1874630.26.peg.631.faa",TRUE
"543",1,1,1,1,1,1,1,1,1,1,1,1,"6438_fig-1874630.26.peg.632.faa",TRUE
"544",1,1,1,1,1,1,1,1,1,1,1,1,"6439_fig-1874630.26.peg.633.faa",TRUE
"545",1,1,1,1,1,1,1,1,1,1,1,1,"6440_fig-1874630.26.peg.634.faa",TRUE
"546",1,1,1,1,1,1,1,1,1,1,1,1,"6442_fig-1874630.26.peg.636.faa",TRUE
"547",1,1,1,1,1,1,1,1,1,1,1,1,"6443_fig-1874630.26.peg.637.faa",TRUE
"548",1,1,1,1,1,1,1,1,1,1,1,1,"6444_fig-1874630.26.peg.638.faa",TRUE
"549",1,1,1,1,1,1,1,1,1,1,1,1,"6445_fig-1874630.26.peg.639.faa",TRUE
"550",1,1,1,1,1,1,1,1,1,1,1,1,"6446_fig-1874630.26.peg.640.faa",TRUE
"551",1,1,1,1,1,1,1,1,1,1,1,1,"6447_fig-1874630.26.peg.641.faa",TRUE
"552",1,1,1,1,1,1,1,1,1,1,1,1,"6448_fig-1874630.26.peg.642.faa",TRUE
"553",1,1,1,1,1,1,1,1,1,1,1,1,"6449_fig-1874630.26.peg.643.faa",TRUE
"554",1,1,1,1,1,1,1,1,1,1,1,1,"6450_fig-1874630.26.peg.644.faa",TRUE
"555",1,1,1,1,1,1,1,1,1,1,1,1,"6451_fig-1874630.26.peg.645.faa",TRUE
"556",1,1,1,1,1,1,1,1,1,1,1,1,"6452_fig-1874630.26.peg.646.faa",TRUE
"557",1,1,1,1,1,1,1,1,1,1,1,1,"6453_fig-1874630.26.peg.647.faa",TRUE
"558",0,1,1,0,0,1,1,1,1,1,1,0,"6454_fig-1874630.26.peg.648.faa",TRUE
"559",1,1,1,1,1,1,1,1,1,1,1,1,"6457_fig-1874630.26.peg.651.faa",TRUE
"560",1,1,1,1,1,1,1,1,1,1,1,1,"6458_fig-1874630.26.peg.652.faa",TRUE
"561",1,1,1,1,1,1,1,1,1,1,1,1,"6459_fig-1874630.26.peg.653.faa",TRUE
"562",1,1,1,1,1,1,1,1,1,1,1,1,"6462_fig-1874630.26.peg.656.faa",TRUE
"563",1,1,1,1,1,1,1,1,1,1,1,1,"6463_fig-1874630.26.peg.657.faa",TRUE
"564",1,1,1,1,1,1,1,0,0,1,1,1,"6473_fig-1874630.26.peg.667.faa",TRUE
"565",1,1,1,1,1,0,0,1,0,1,1,1,"6474_fig-1874630.26.peg.668.faa",TRUE
"566",1,1,1,1,1,1,1,1,1,1,1,1,"6475_fig-1874630.26.peg.669.faa",TRUE
"567",1,1,1,1,1,0,0,1,1,1,1,1,"6476_fig-1874630.26.peg.670.faa",TRUE
"568",1,1,1,1,1,0,0,1,1,1,1,1,"6479_fig-1874630.26.peg.673.faa",TRUE
"569",1,1,1,1,1,0,0,1,1,1,1,1,"6480_fig-1874630.26.peg.674.faa",TRUE
"570",1,1,1,1,1,0,0,1,1,1,1,1,"6481_fig-1874630.26.peg.675.faa",TRUE
"571",1,1,1,1,1,0,0,1,1,1,1,1,"6482_fig-1874630.26.peg.676.faa",TRUE
"572",1,1,1,1,1,0,0,1,1,1,1,1,"6483_fig-1874630.26.peg.677.faa",TRUE
"573",1,1,1,1,1,0,0,1,1,1,1,1,"6484_fig-1874630.26.peg.678.faa",TRUE
"574",1,1,1,1,1,0,0,1,1,1,1,1,"6487_fig-1874630.26.peg.681.faa",TRUE
"575",1,1,1,1,1,0,0,1,1,1,1,1,"6488_fig-1874630.26.peg.682.faa",TRUE
"576",1,1,1,1,1,1,1,1,1,1,1,0,"6497_fig-1874630.26.peg.691.faa",TRUE
"577",1,1,1,1,1,1,1,1,1,1,1,1,"6500_fig-1874630.26.peg.694.faa",TRUE
"578",1,1,1,1,1,1,1,1,1,1,1,1,"6501_fig-1874630.26.peg.695.faa",TRUE
"579",1,1,1,1,1,1,1,1,1,1,1,1,"6502_fig-1874630.26.peg.696.faa",TRUE
"580",1,1,1,1,1,1,1,1,1,1,1,1,"6503_fig-1874630.26.peg.697.faa",TRUE
"581",1,1,1,1,1,1,1,1,1,1,1,1,"6505_fig-1874630.26.peg.699.faa",TRUE
"582",1,1,1,1,1,1,1,1,1,1,1,1,"6506_fig-1874630.26.peg.700.faa",TRUE
"583",1,1,1,1,1,1,1,1,1,1,1,1,"6507_fig-1874630.26.peg.701.faa",TRUE
"584",1,1,1,1,1,0,0,1,1,1,1,1,"6508_fig-1874630.26.peg.702.faa",TRUE
"585",1,1,1,1,1,0,0,1,1,0,0,1,"6509_fig-1874630.26.peg.703.faa",TRUE
"586",1,1,1,1,1,0,0,1,1,0,0,0,"6510_fig-1874630.26.peg.704.faa",TRUE
"587",1,1,1,1,1,0,0,1,1,1,1,1,"6513_fig-1874630.26.peg.707.faa",TRUE
"588",1,1,1,1,1,1,1,1,1,1,1,1,"6514_fig-1874630.26.peg.708.faa",TRUE
"589",1,1,1,1,1,1,1,1,1,1,1,1,"6515_fig-1874630.26.peg.709.faa",TRUE
"590",1,1,1,1,1,1,1,1,1,1,1,1,"6516_fig-1874630.26.peg.710.faa",TRUE
"591",1,1,1,1,1,1,1,1,1,1,1,1,"6517_fig-1874630.26.peg.711.faa",TRUE
"592",1,1,1,1,1,1,1,1,1,1,1,1,"6518_fig-1874630.26.peg.712.faa",TRUE
"593",1,1,1,1,1,1,1,1,1,1,1,1,"6519_fig-1874630.26.peg.713.faa",TRUE
"594",1,1,1,1,1,1,1,1,1,1,1,1,"6520_fig-1874630.26.peg.714.faa",TRUE
"595",1,1,1,1,1,1,1,1,1,1,1,1,"6521_fig-1874630.26.peg.715.faa",TRUE
"596",1,1,1,1,1,1,1,1,1,1,1,1,"6522_fig-1874630.26.peg.716.faa",TRUE
"597",1,1,1,1,1,0,0,1,1,1,1,1,"6524_fig-1874630.26.peg.718.faa",TRUE
"598",1,0,1,1,1,1,0,1,1,1,1,1,"6526_fig-1874630.26.peg.720.faa",TRUE
"599",1,1,1,1,1,1,1,1,1,1,1,1,"6527_fig-1874630.26.peg.721.faa",TRUE
"600",1,1,1,1,1,1,1,1,1,1,1,1,"6528_fig-1874630.26.peg.722.faa",TRUE
"601",1,1,1,1,1,1,1,1,1,1,1,1,"6529_fig-1874630.26.peg.723.faa",TRUE
"602",1,1,1,1,1,1,1,1,1,1,1,1,"6530_fig-1874630.26.peg.724.faa",TRUE
"603",1,1,1,1,1,1,1,1,1,1,1,1,"6531_fig-1874630.26.peg.725.faa",TRUE
"604",1,1,1,1,1,1,1,1,1,1,1,1,"6532_fig-1874630.26.peg.726.faa",TRUE
"605",1,1,1,1,1,1,1,1,1,1,1,1,"6533_fig-1874630.26.peg.727.faa",TRUE
"606",1,1,1,1,1,1,1,0,0,0,0,1,"6534_fig-1874630.26.peg.728.faa",TRUE
"607",1,1,1,1,1,1,1,1,1,1,1,1,"6535_fig-1874630.26.peg.729.faa",TRUE
"608",1,1,1,1,1,1,1,1,1,1,1,1,"6537_fig-1874630.26.peg.731.faa",TRUE
"609",1,1,1,1,1,1,1,1,1,1,1,1,"6538_fig-1874630.26.peg.732.faa",TRUE
"610",1,1,1,1,1,1,1,1,1,1,1,1,"6539_fig-1874630.26.peg.733.faa",TRUE
"611",1,1,1,1,1,1,1,1,1,1,1,1,"6540_fig-1874630.26.peg.734.faa",TRUE
"612",0,1,1,1,0,0,0,1,1,1,1,1,"6541_fig-1874630.26.peg.735.faa",TRUE
"613",1,1,1,1,1,1,1,1,1,1,1,1,"6542_fig-1874630.26.peg.736.faa",TRUE
"614",1,1,1,1,1,1,1,1,1,1,1,1,"6543_fig-1874630.26.peg.737.faa",TRUE
"615",1,1,1,1,1,1,1,1,1,1,1,1,"6544_fig-1874630.26.peg.738.faa",TRUE
"616",1,1,1,1,1,1,1,1,1,1,1,1,"6545_fig-1874630.26.peg.739.faa",TRUE
"617",1,1,1,1,1,1,1,1,1,1,1,1,"6546_fig-1874630.26.peg.740.faa",TRUE
"618",1,1,1,1,1,1,1,1,1,1,1,1,"6550_fig-1874630.26.peg.744.faa",TRUE
"619",1,1,1,1,1,1,1,1,1,1,1,0,"6551_fig-1874630.26.peg.745.faa",TRUE
"620",1,1,1,1,1,1,1,1,1,1,1,1,"6552_fig-1874630.26.peg.746.faa",TRUE
"621",1,1,1,1,1,1,1,1,1,1,1,1,"6553_fig-1874630.26.peg.747.faa",TRUE
"622",1,0,1,1,1,1,1,1,1,1,1,1,"6554_fig-1874630.26.peg.748.faa",TRUE
"623",1,1,1,1,1,1,1,1,1,1,1,1,"6555_fig-1874630.26.peg.749.faa",TRUE
"624",1,1,1,1,1,1,1,1,1,1,1,1,"6556_fig-1874630.26.peg.750.faa",TRUE
"625",1,1,1,1,1,1,1,1,1,1,1,1,"6557_fig-1874630.26.peg.751.faa",TRUE
"626",1,1,1,1,1,1,1,1,1,1,1,1,"6558_fig-1874630.26.peg.752.faa",TRUE
"627",1,1,1,1,1,1,1,1,1,1,1,1,"6560_fig-1874630.26.peg.754.faa",TRUE
"628",1,1,1,1,1,1,1,1,1,1,1,1,"6561_fig-1874630.26.peg.755.faa",TRUE
"629",1,1,1,1,1,1,1,1,1,1,1,1,"6562_fig-1874630.26.peg.756.faa",TRUE
"630",1,1,1,1,1,1,1,0,1,1,1,1,"6563_fig-1874630.26.peg.757.faa",TRUE
"631",1,1,1,1,1,1,1,1,1,1,1,1,"6564_fig-1874630.26.peg.758.faa",TRUE
"632",1,1,1,1,1,1,1,1,1,1,1,1,"6565_fig-1874630.26.peg.759.faa",TRUE
"633",1,1,1,1,1,1,1,1,1,1,1,1,"6566_fig-1874630.26.peg.760.faa",TRUE
"634",1,1,1,1,1,1,1,1,1,1,1,1,"6567_fig-1874630.26.peg.761.faa",TRUE
"635",1,1,1,1,1,1,1,1,1,1,1,1,"6568_fig-1874630.26.peg.762.faa",TRUE
"636",1,1,1,1,1,1,1,1,1,1,1,1,"6569_fig-1874630.26.peg.763.faa",TRUE
"637",1,1,1,1,1,1,1,1,1,1,1,1,"6570_fig-1874630.26.peg.764.faa",TRUE
"638",1,1,1,1,1,1,1,1,1,1,1,1,"6571_fig-1874630.26.peg.765.faa",TRUE
"639",1,1,1,1,1,1,1,1,1,1,1,1,"6572_fig-1874630.26.peg.766.faa",TRUE
"640",1,1,1,1,1,1,1,1,1,1,1,1,"6573_fig-1874630.26.peg.767.faa",TRUE
"641",1,1,1,1,1,1,1,1,1,1,1,1,"6574_fig-1874630.26.peg.768.faa",TRUE
"642",1,1,1,1,1,1,1,1,1,1,1,1,"6575_fig-1874630.26.peg.769.faa",TRUE
"643",1,1,1,1,1,1,1,1,1,1,1,1,"6577_fig-1874630.26.peg.771.faa",TRUE
"644",1,1,1,1,1,1,1,1,1,1,1,1,"6579_fig-1874630.26.peg.773.faa",TRUE
"645",1,1,1,1,1,1,1,1,1,1,1,1,"6580_fig-1874630.26.peg.774.faa",TRUE
"646",1,1,1,1,1,1,1,1,1,1,1,1,"6581_fig-1874630.26.peg.775.faa",TRUE
"647",1,1,1,1,1,1,1,1,1,1,1,1,"6582_fig-1874630.26.peg.776.faa",TRUE
"648",1,1,1,1,1,1,1,1,1,1,1,1,"6583_fig-1874630.26.peg.777.faa",TRUE
"649",1,1,1,1,1,1,1,1,1,1,1,1,"6584_fig-1874630.26.peg.778.faa",TRUE
"650",1,1,1,1,1,1,1,1,1,1,1,1,"6585_fig-1874630.26.peg.779.faa",TRUE
"651",1,1,1,1,1,1,1,1,1,1,1,1,"6586_fig-1874630.26.peg.780.faa",TRUE
"652",1,1,1,1,1,1,1,1,1,1,1,1,"6587_fig-1874630.26.peg.781.faa",TRUE
"653",1,1,1,1,1,1,1,1,1,1,1,1,"6588_fig-1874630.26.peg.782.faa",TRUE
"654",1,1,1,1,1,1,1,1,1,1,1,1,"6589_fig-1874630.26.peg.783.faa",TRUE
"655",1,1,1,1,1,1,1,1,1,1,1,1,"6590_fig-1874630.26.peg.784.faa",TRUE
"656",1,1,1,1,1,1,1,1,1,1,1,1,"6591_fig-1874630.26.peg.785.faa",TRUE
"657",1,1,1,1,1,1,1,1,1,1,1,0,"6592_fig-1874630.26.peg.786.faa",TRUE
"658",1,1,1,1,1,1,1,1,1,1,1,1,"6594_fig-1874630.26.peg.788.faa",TRUE
"659",1,1,1,1,1,1,1,1,1,1,1,1,"6595_fig-1874630.26.peg.789.faa",TRUE
"660",1,1,1,1,1,1,1,1,1,1,1,1,"6596_fig-1874630.26.peg.790.faa",TRUE
"661",1,1,1,1,1,1,1,1,1,1,1,1,"6597_fig-1874630.26.peg.791.faa",TRUE
"662",1,1,1,1,1,1,1,1,1,1,1,1,"6598_fig-1874630.26.peg.792.faa",TRUE
"663",1,1,1,1,1,1,1,1,1,1,1,1,"6599_fig-1874630.26.peg.793.faa",TRUE
"664",1,1,1,1,1,1,1,1,1,1,1,1,"6600_fig-1874630.26.peg.794.faa",TRUE
"665",1,1,1,1,1,1,1,1,1,1,1,1,"6601_fig-1874630.26.peg.795.faa",TRUE
"666",1,1,1,1,1,1,1,1,1,1,1,1,"6602_fig-1874630.26.peg.796.faa",TRUE
"667",1,1,1,1,1,1,1,1,1,1,1,1,"6603_fig-1874630.26.peg.797.faa",TRUE
"668",1,1,1,1,1,0,0,1,1,1,1,1,"6604_fig-1874630.26.peg.798.faa",TRUE
"669",1,1,1,1,1,1,1,1,1,1,1,1,"6605_fig-1874630.26.peg.799.faa",TRUE
"670",1,1,1,1,1,1,1,1,1,1,1,1,"6606_fig-1874630.26.peg.800.faa",TRUE
"671",1,1,1,1,1,1,1,1,1,1,1,1,"6607_fig-1874630.26.peg.801.faa",TRUE
"672",1,1,1,1,1,1,1,1,1,1,1,1,"6608_fig-1874630.26.peg.802.faa",TRUE
"673",1,1,1,1,1,1,1,1,1,1,1,1,"6609_fig-1874630.26.peg.803.faa",TRUE
"674",1,1,1,1,1,1,1,1,1,1,1,1,"6610_fig-1874630.26.peg.804.faa",TRUE
"675",1,1,1,1,1,1,1,1,1,1,1,1,"6611_fig-1874630.26.peg.805.faa",TRUE
"676",1,1,1,1,1,1,1,1,1,1,1,1,"6612_fig-1874630.26.peg.806.faa",TRUE
"677",1,1,1,1,1,1,1,1,1,1,1,1,"6613_fig-1874630.26.peg.807.faa",TRUE
"678",1,1,1,1,1,1,1,1,1,1,1,1,"6615_fig-1874630.26.peg.809.faa",TRUE
"679",1,1,1,1,1,1,1,1,1,1,1,1,"6616_fig-1874630.26.peg.810.faa",TRUE
"680",1,1,1,1,1,1,1,1,1,1,1,1,"6618_fig-1874630.26.peg.812.faa",TRUE
"681",1,1,1,1,1,1,1,1,1,1,1,1,"6619_fig-1874630.26.peg.813.faa",TRUE
"682",1,1,1,1,1,1,1,1,1,1,1,1,"6620_fig-1874630.26.peg.814.faa",TRUE
"683",1,1,1,1,1,1,1,1,1,1,1,1,"6621_fig-1874630.26.peg.815.faa",TRUE
"684",1,0,1,1,1,1,1,1,1,1,1,1,"6623_fig-1874630.26.peg.817.faa",TRUE
"685",1,1,1,1,1,1,1,1,1,1,1,1,"6624_fig-1874630.26.peg.818.faa",TRUE
"686",1,1,1,1,1,1,1,1,1,0,0,0,"6625_fig-1874630.26.peg.819.faa",TRUE
"687",1,1,1,1,1,1,1,1,1,1,1,0,"6628_fig-1874630.26.peg.822.faa",TRUE
"688",1,1,1,1,1,1,1,1,1,1,1,1,"6629_fig-1874630.26.peg.823.faa",TRUE
"689",1,1,1,1,1,1,1,1,1,1,1,1,"6630_fig-1874630.26.peg.824.faa",TRUE
"690",1,1,1,1,1,1,1,1,1,1,1,1,"6631_fig-1874630.26.peg.825.faa",TRUE
"691",1,1,1,1,1,1,1,0,0,1,1,1,"6633_fig-1874630.26.peg.827.faa",TRUE
"692",1,1,1,1,1,1,1,1,1,1,1,1,"6634_fig-1874630.26.peg.828.faa",TRUE
"693",1,1,1,1,1,1,1,1,1,1,1,1,"6635_fig-1874630.26.peg.829.faa",TRUE
"694",1,1,1,1,1,1,1,1,1,1,1,1,"6636_fig-1874630.26.peg.830.faa",TRUE
"695",1,1,1,1,1,1,1,1,1,1,1,1,"6638_fig-1874630.26.peg.832.faa",TRUE
"696",1,1,1,1,1,1,1,1,1,1,1,1,"6639_fig-1874630.26.peg.833.faa",TRUE
"697",1,1,1,1,1,1,1,1,1,1,1,1,"6640_fig-1874630.26.peg.834.faa",TRUE
"698",1,1,1,1,1,1,1,1,1,1,1,1,"6641_fig-1874630.26.peg.835.faa",TRUE
"699",1,1,1,1,1,1,1,1,1,1,1,1,"6642_fig-1874630.26.peg.836.faa",TRUE
"700",1,1,1,1,1,1,1,1,1,0,0,0,"6643_fig-1874630.26.peg.837.faa",TRUE
"701",1,1,1,1,1,1,1,1,1,1,1,1,"6645_fig-1874630.26.peg.839.faa",TRUE
"702",1,1,1,1,1,1,1,1,1,1,1,1,"6646_fig-1874630.26.peg.840.faa",TRUE
"703",1,1,1,1,1,1,1,1,1,1,1,1,"6647_fig-1874630.26.peg.841.faa",TRUE
"704",1,1,1,1,1,1,1,1,0,1,1,1,"6648_fig-1874630.26.peg.842.faa",TRUE
"705",1,1,1,1,1,1,1,1,1,1,1,1,"6649_fig-1874630.26.peg.843.faa",TRUE
"706",1,1,1,1,1,1,1,1,1,1,1,1,"6650_fig-1874630.26.peg.844.faa",TRUE
"707",1,1,1,1,1,1,1,1,1,1,1,1,"6651_fig-1874630.26.peg.845.faa",TRUE
"708",1,1,1,1,1,1,1,1,1,1,1,1,"6652_fig-1874630.26.peg.846.faa",TRUE
"709",1,1,1,1,1,1,1,1,1,1,1,1,"6653_fig-1874630.26.peg.847.faa",TRUE
"710",1,1,1,1,1,1,1,1,1,1,1,1,"6654_fig-1874630.26.peg.848.faa",TRUE
"711",1,1,1,1,1,1,1,1,1,1,1,1,"6655_fig-1874630.26.peg.849.faa",TRUE
"712",1,1,1,1,1,1,1,1,1,1,1,1,"6656_fig-1874630.26.peg.850.faa",TRUE
"713",1,1,1,1,1,1,1,1,1,1,1,1,"6657_fig-1874630.26.peg.851.faa",TRUE
"714",1,1,1,1,1,1,1,1,1,1,1,1,"6658_fig-1874630.26.peg.852.faa",TRUE
"715",1,1,1,1,1,1,1,1,1,1,1,1,"6659_fig-1874630.26.peg.853.faa",TRUE
"716",0,1,1,0,0,1,1,0,0,1,1,1,"6660_fig-1874630.26.peg.854.faa",TRUE
"717",1,1,1,1,1,1,1,1,1,0,0,1,"6663_fig-1874630.26.peg.857.faa",TRUE
"718",1,1,1,1,1,0,0,1,1,0,0,1,"6664_fig-1874630.26.peg.858.faa",TRUE
"719",1,1,1,1,1,0,0,1,1,0,0,1,"6665_fig-1874630.26.peg.859.faa",TRUE
"720",1,1,1,1,1,0,0,1,1,0,0,1,"6666_fig-1874630.26.peg.860.faa",TRUE
"721",1,1,1,1,1,1,1,0,0,0,0,1,"6667_fig-1874630.26.peg.861.faa",TRUE
"722",1,1,1,1,1,1,1,1,1,1,1,1,"6668_fig-1874630.26.peg.862.faa",TRUE
"723",1,1,1,1,0,1,1,1,1,1,1,1,"6671_fig-1874630.26.peg.865.faa",TRUE
"724",1,1,1,1,1,1,1,1,1,1,1,1,"6672_fig-1874630.26.peg.866.faa",TRUE
"725",1,1,1,1,1,1,1,1,1,1,1,1,"6673_fig-1874630.26.peg.867.faa",TRUE
"726",1,1,1,1,1,1,1,1,1,1,1,1,"6674_fig-1874630.26.peg.868.faa",TRUE
"727",1,1,1,1,1,1,1,1,1,1,1,1,"6675_fig-1874630.26.peg.869.faa",TRUE
"728",1,1,1,1,1,1,1,1,1,1,1,1,"6676_fig-1874630.26.peg.870.faa",TRUE
"729",1,1,1,1,1,1,1,1,1,1,1,1,"6677_fig-1874630.26.peg.871.faa",TRUE
"730",1,1,1,1,1,1,1,1,1,1,1,1,"6678_fig-1874630.26.peg.872.faa",TRUE
"731",1,1,1,1,1,1,1,1,1,1,1,1,"6679_fig-1874630.26.peg.873.faa",TRUE
"732",1,1,1,1,1,1,1,1,1,1,1,1,"6680_fig-1874630.26.peg.874.faa",TRUE
"733",1,1,1,1,1,1,1,1,1,1,1,1,"6681_fig-1874630.26.peg.875.faa",TRUE
"734",1,1,1,1,1,1,1,1,1,1,1,1,"6682_fig-1874630.26.peg.876.faa",TRUE
"735",1,1,1,1,1,1,1,1,1,1,1,1,"6683_fig-1874630.26.peg.877.faa",TRUE
"736",1,1,1,1,1,1,1,1,1,1,1,1,"6684_fig-1874630.26.peg.878.faa",TRUE
"737",1,1,1,1,1,1,1,1,1,1,1,1,"6685_fig-1874630.26.peg.879.faa",TRUE
"738",1,1,1,1,1,1,1,1,1,1,1,1,"6686_fig-1874630.26.peg.880.faa",TRUE
"739",1,1,1,1,1,1,1,1,1,1,1,1,"6687_fig-1874630.26.peg.881.faa",TRUE
"740",1,1,1,1,1,1,1,1,1,1,1,1,"6688_fig-1874630.26.peg.882.faa",TRUE
"741",1,1,1,1,1,1,1,1,1,1,1,1,"6689_fig-1874630.26.peg.883.faa",TRUE
"742",1,1,1,1,1,1,1,1,1,1,1,1,"6690_fig-1874630.26.peg.884.faa",TRUE
"743",1,1,1,1,1,1,1,1,1,1,1,1,"6691_fig-1874630.26.peg.885.faa",TRUE
"744",1,1,1,1,1,1,1,1,1,1,1,1,"6692_fig-1874630.26.peg.886.faa",TRUE
"745",1,1,1,1,1,1,1,1,1,1,1,1,"6693_fig-1874630.26.peg.887.faa",TRUE
"746",1,1,1,1,1,1,1,1,1,1,1,1,"6694_fig-1874630.26.peg.888.faa",TRUE
"747",1,1,1,1,1,1,1,1,1,1,1,1,"6695_fig-1874630.26.peg.889.faa",TRUE
"748",1,1,1,1,1,1,1,1,1,1,1,1,"6696_fig-1874630.26.peg.890.faa",TRUE
"749",1,1,1,1,1,1,1,1,1,1,1,1,"6697_fig-1874630.26.peg.891.faa",TRUE
"750",0,1,1,0,0,1,1,1,1,1,1,1,"6698_fig-1874630.26.peg.892.faa",TRUE
"751",1,1,1,1,1,1,1,1,1,1,1,1,"6699_fig-1874630.26.peg.893.faa",TRUE
"752",1,1,1,1,1,1,1,1,1,1,1,1,"6700_fig-1874630.26.peg.894.faa",TRUE
"753",1,1,1,1,1,1,1,1,1,1,1,1,"6701_fig-1874630.26.peg.895.faa",TRUE
"754",1,1,1,1,1,1,1,1,1,1,1,1,"6702_fig-1874630.26.peg.896.faa",TRUE
"755",1,1,1,1,1,1,1,1,1,1,1,1,"6705_fig-1874630.26.peg.899.faa",TRUE
"756",1,1,1,1,1,1,1,1,1,1,1,1,"6706_fig-1874630.26.peg.900.faa",TRUE
"757",1,1,1,1,1,1,1,1,1,1,1,0,"6707_fig-1874630.26.peg.901.faa",TRUE
"758",1,1,1,1,1,1,1,1,1,1,1,0,"6708_fig-1874630.26.peg.902.faa",TRUE
"759",1,1,1,1,1,1,1,1,1,1,1,1,"6709_fig-1874630.26.peg.903.faa",TRUE
"760",1,1,1,1,1,1,1,1,1,1,1,1,"6710_fig-1874630.26.peg.904.faa",TRUE
"761",1,1,1,1,1,1,1,1,1,1,1,1,"6711_fig-1874630.26.peg.905.faa",TRUE
"762",1,1,1,1,1,1,1,0,0,1,1,1,"6712_fig-1874630.26.peg.906.faa",TRUE
"763",1,1,1,1,1,1,1,1,1,1,1,1,"6713_fig-1874630.26.peg.907.faa",TRUE
"764",1,1,1,1,1,1,1,1,1,1,1,1,"6714_fig-1874630.26.peg.908.faa",TRUE
"765",1,1,1,1,1,1,1,1,1,1,1,1,"6715_fig-1874630.26.peg.909.faa",TRUE
"766",1,1,1,1,1,1,1,0,0,1,1,1,"6716_fig-1874630.26.peg.910.faa",TRUE
"767",1,0,1,1,1,1,1,1,1,1,1,1,"6717_fig-1874630.26.peg.911.faa",TRUE
"768",1,1,1,1,1,1,1,1,1,1,1,1,"6718_fig-1874630.26.peg.912.faa",TRUE
"769",1,1,1,1,1,1,1,1,1,1,1,1,"6719_fig-1874630.26.peg.913.faa",TRUE
"770",1,1,1,1,1,1,1,1,1,1,1,1,"6720_fig-1874630.26.peg.914.faa",TRUE
"771",1,1,1,1,1,1,1,1,1,1,1,1,"6721_fig-1874630.26.peg.915.faa",TRUE
"772",1,1,1,1,1,1,1,1,1,1,1,1,"6722_fig-1874630.26.peg.916.faa",TRUE
"773",1,1,1,1,1,1,1,1,1,1,1,1,"6723_fig-1874630.26.peg.917.faa",TRUE
"774",1,1,1,1,1,1,1,1,1,1,1,1,"6724_fig-1874630.26.peg.918.faa",TRUE
"775",1,1,1,1,1,1,1,0,0,1,1,1,"6725_fig-1874630.26.peg.919.faa",TRUE
"776",1,1,1,1,1,1,1,1,1,1,1,1,"6726_fig-1874630.26.peg.920.faa",TRUE
"777",1,1,1,1,1,1,1,1,1,1,1,1,"6727_fig-1874630.26.peg.921.faa",TRUE
"778",1,1,1,1,1,0,0,1,1,1,1,1,"6728_fig-1874630.26.peg.922.faa",TRUE
"779",1,1,1,1,1,1,1,1,1,1,1,1,"6730_fig-1874630.26.peg.924.faa",TRUE
"780",1,1,1,1,1,1,1,1,1,1,1,1,"6731_fig-1874630.26.peg.925.faa",TRUE
"781",1,1,1,1,1,1,1,1,1,1,1,1,"6732_fig-1874630.26.peg.926.faa",TRUE
"782",1,1,1,1,1,1,1,1,1,1,1,1,"6733_fig-1874630.26.peg.927.faa",TRUE
"783",1,1,1,1,1,1,1,1,1,1,1,1,"6734_fig-1874630.26.peg.928.faa",TRUE
